hotspot_id,latitude,longitude,rainfall,elevation,drain_capacity,flood_risk_level,associated_ward
HS0878,28.615389,77.217607,87,216,0.6,MEDIUM,W040
HS0879,28.628536,77.218478,102,194,0.52,MEDIUM,W040
HS0880,28.635683,77.216925,93,193,0.63,MEDIUM,W040
HS0881,28.605421,77.225237,98,179,0.5,HIGH,W040
HS0882,28.613161,77.204692,106,200,0.51,MEDIUM,W040
HS0883,28.59091,77.212826,92,187,0.64,MEDIUM,W040
HS0884,28.605316,77.188391,122,201,0.41,HIGH,W040
HS0885,28.602195,77.188525,118,179,0.51,HIGH,W040
HS0886,28.599574,77.224653,85,194,0.39,HIGH,W040
HS0887,28.783805,77.063784,169,180,0.36,HIGH,W041
HS0888,28.779737,77.081194,203,176,0.22,HIGH,W041
HS0889,28.743824,77.099318,176,176,0.29,HIGH,W041
HS0890,28.773504,77.070435,176,179,0.37,HIGH,W041
HS0891,28.764461,77.05622,171,174,0.34,HIGH,W041
HS0892,28.746342,77.097125,184,185,0.31,HIGH,W041
HS0893,28.75262,77.101572,176,191,0.34,HIGH,W041
HS0894,28.753095,77.098971,175,192,0.31,HIGH,W041
HS0895,28.751123,77.08975,207,185,0.29,HIGH,W041
HS0896,28.77521,77.100544,165,195,0.46,HIGH,W041
HS0897,28.777765,77.073247,207,184,0.3,HIGH,W041
HS0898,28.769201,77.076012,187,198,0.28,HIGH,W041
HS0899,28.76725,77.062815,199,173,0.36,HIGH,W041
HS0900,28.745716,77.06809,184,179,0.23,HIGH,W041
HS0901,28.783877,77.08925,169,161,0.31,HIGH,W041
HS0902,28.759268,77.098392,202,192,0.42,HIGH,W041
HS0903,28.748122,77.07583,184,180,0.22,HIGH,W041
HS0904,28.73556,77.055457,167,182,0.24,HIGH,W041
HS0905,28.768679,77.095449,160,179,0.48,HIGH,W041
HS0906,28.782449,77.078112,198,161,0.48,HIGH,W041
HS0907,28.756428,77.068965,202,165,0.34,HIGH,W041
HS0908,28.479999,77.111375,64,259,0.78,LOW,W042
HS0909,28.516757,77.111983,61,256,0.9,LOW,W042
HS0910,28.516407,77.104074,37,224,0.87,LOW,W042
HS0911,28.500797,77.126749,63,225,0.67,MEDIUM,W042
HS0912,28.476105,77.111086,45,257,0.93,LOW,W042
HS0913,28.507376,77.116753,48,233,0.87,LOW,W042
HS0914,28.483674,77.099619,68,229,0.88,LOW,W042
HS0915,28.480095,77.110122,35,231,0.61,LOW,W042
HS0916,28.482759,77.130354,55,241,0.95,LOW,W042
HS0917,28.503164,77.101188,46,236,0.88,LOW,W042
HS0918,28.483219,77.111402,45,231,0.79,LOW,W042
HS0919,28.500463,77.111705,70,229,0.92,LOW,W042
HS0920,28.486904,77.133704,76,231,0.79,LOW,W042
HS0921,28.51683,77.132481,56,240,0.64,LOW,W042
HS0922,28.477516,77.139653,57,226,0.71,LOW,W042
HS0923,28.510265,77.136804,78,241,0.72,LOW,W042
HS0924,28.520057,77.095583,51,257,0.78,LOW,W042
HS0925,28.4783,77.143606,40,240,0.7,LOW,W042
HS0926,28.496909,77.118752,52,247,0.63,LOW,W042
HS0927,28.515904,77.106974,61,229,0.79,LOW,W042
HS0928,28.512467,77.09808,60,244,0.64,LOW,W042
HS0929,28.475853,77.09762,57,248,0.88,LOW,W042
HS0930,28.501406,77.142172,36,237,0.63,LOW,W042
HS0931,28.584153,77.28236,154,233,0.4,HIGH,W043
HS0932,28.597934,77.265237,148,225,0.43,HIGH,W043
HS0933,28.63182,77.303334,130,251,0.48,MEDIUM,W043
HS0934,28.596387,77.285766,146,234,0.54,MEDIUM,W043
HS0935,28.596659,77.269979,120,216,0.31,HIGH,W043
HS0936,28.603114,77.265571,122,220,0.34,HIGH,W043
HS0937,28.585351,77.275775,107,241,0.48,MEDIUM,W043
HS0938,28.587275,77.297495,106,226,0.57,MEDIUM,W043
HS0939,28.608798,77.302939,116,217,0.27,HIGH,W043
HS0940,28.601862,77.302454,116,231,0.28,HIGH,W043
HS0941,28.619466,77.300008,119,252,0.48,MEDIUM,W043
HS0942,28.591755,77.295868,145,230,0.35,HIGH,W043
HS0943,28.627598,77.297926,136,250,0.39,MEDIUM,W043
HS0944,28.591359,77.297729,105,219,0.36,MEDIUM,W043
HS0945,28.612988,77.261923,133,236,0.46,MEDIUM,W043
HS0946,28.589555,77.309139,144,228,0.32,HIGH,W043
HS0947,28.592334,77.298359,108,255,0.5,MEDIUM,W043
HS0948,28.583207,77.261628,116,241,0.6,MEDIUM,W043
HS0949,28.626419,77.264241,116,220,0.64,MEDIUM,W043
HS0950,28.601556,77.301384,109,249,0.64,MEDIUM,W043
HS0951,28.619728,77.306973,152,229,0.31,HIGH,W043
HS0952,28.603589,77.291331,111,223,0.64,MEDIUM,W043
HS0953,28.632033,77.261529,119,253,0.39,MEDIUM,W043
HS0954,28.602113,77.272019,114,227,0.65,MEDIUM,W043
HS0955,28.674277,76.86876,185,260,0.71,MEDIUM,W044
HS0956,28.703371,76.883838,180,283,0.83,LOW,W044
HS0957,28.704606,76.865518,176,252,0.81,MEDIUM,W044
HS0958,28.678594,76.863946,190,264,0.63,MEDIUM,W044
HS0959,28.686923,76.875534,201,280,0.75,MEDIUM,W044
HS0960,28.691926,76.854689,197,287,0.62,MEDIUM,W044
HS0961,28.688874,76.891602,166,257,0.84,MEDIUM,W044
HS0962,28.684748,76.898518,202,279,0.81,MEDIUM,W044
HS0963,28.709444,76.867355,205,282,0.95,LOW,W044
HS0964,28.695271,76.869805,209,261,0.96,MEDIUM,W044
HS0965,28.694771,76.875574,206,278,1.0,LOW,W044
HS0966,28.706785,76.85598,212,260,0.83,MEDIUM,W044
HS0967,28.692785,76.895706,193,271,0.67,MEDIUM,W044
HS0968,28.675037,76.892954,178,285,0.77,MEDIUM,W044
HS0969,28.697065,76.893792,181,278,0.86,LOW,W044
HS0970,28.680711,76.877478,182,267,0.8,MEDIUM,W044
HS0971,28.683301,76.860128,166,282,0.94,LOW,W044
HS0972,28.672284,76.874656,203,261,0.63,MEDIUM,W044
HS0973,28.694439,76.864556,189,269,0.65,MEDIUM,W044
HS0974,28.70795,76.86591,183,278,0.63,MEDIUM,W044
HS0975,28.673019,76.890543,193,288,0.78,MEDIUM,W044
HS0976,28.63756,77.105227,42,260,0.94,LOW,W045
HS0977,28.637985,77.154035,72,237,0.91,LOW,W045
HS0978,28.643828,77.14396,55,248,1.0,LOW,W045
HS0979,28.601247,77.151251,48,265,0.82,LOW,W045
HS0980,28.646329,77.111842,46,233,1.0,LOW,W045
HS0981,28.639567,77.140151,73,230,1.0,LOW,W045
HS0982,28.617998,77.127079,53,265,0.74,LOW,W045
HS0983,28.602102,77.110469,62,248,0.9,LOW,W045
HS0984,28.634029,77.124346,41,250,1.0,LOW,W045
HS0985,28.629646,77.151583,35,247,1.0,LOW,W045
HS0986,28.599587,77.131408,64,246,1.0,LOW,W045
HS0987,28.648156,77.119077,35,244,1.0,LOW,W045
HS0988,28.603234,77.107486,53,232,0.73,LOW,W045
HS0989,28.640636,77.107654,32,251,0.99,LOW,W045
HS0990,28.624143,77.154215,40,245,0.86,LOW,W045
HS0991,28.636993,77.113224,45,228,0.85,LOW,W045
HS0992,28.619975,77.14379,52,262,0.94,LOW,W045
HS0993,28.615488,77.1452,29,248,0.8,LOW,W045
HS0994,28.62361,77.117743,60,266,0.91,LOW,W045
HS0995,28.620661,77.153049,55,255,1.0,LOW,W045
HS0996,28.605358,77.133161,72,235,0.94,LOW,W045
HS0997,28.634286,77.123303,46,265,0.81,LOW,W045
HS0998,28.879697,77.134808,57,192,0.16,HIGH,W046
HS0999,28.853747,77.167386,42,199,0.42,MEDIUM,W046
HS1000,28.844376,77.131259,53,197,0.11,HIGH,W046
HS1001,28.84786,77.127929,37,198,0.12,HIGH,W046
HS1002,28.873709,77.125004,64,179,0.34,HIGH,W046
HS1003,28.836684,77.160801,61,192,0.37,MEDIUM,W046
HS1004,28.862469,77.154659,39,178,0.22,HIGH,W046
HS1005,28.836479,77.165105,61,208,0.1,HIGH,W046
HS1006,28.866151,77.159587,56,189,0.1,HIGH,W046
HS1007,28.878535,77.145624,25,177,0.11,HIGH,W046
HS1008,28.884009,77.126241,34,203,0.2,MEDIUM,W046
HS1009,28.867356,77.149848,26,184,0.18,HIGH,W046
HS1010,28.848282,77.133285,27,206,0.34,MEDIUM,W046
HS1011,28.847217,77.140942,46,212,0.45,MEDIUM,W046
HS1012,28.884077,77.162615,59,214,0.35,MEDIUM,W046
HS1013,28.854277,77.135998,47,214,0.1,HIGH,W046
HS1014,28.873674,77.123238,28,191,0.13,HIGH,W046
HS1015,28.847964,77.15439,24,187,0.22,MEDIUM,W046
HS1016,28.852813,77.157277,48,196,0.18,HIGH,W046
HS1017,28.876925,77.137304,34,198,0.42,MEDIUM,W046
HS1018,28.481719,77.258353,170,221,0.83,MEDIUM,W047
HS1019,28.478279,77.262827,174,243,0.65,MEDIUM,W047
HS1020,28.48715,77.254203,165,218,0.71,MEDIUM,W047
HS1021,28.496398,77.227795,169,215,0.58,HIGH,W047
HS1022,28.516943,77.231468,178,242,0.56,MEDIUM,W047
HS1023,28.49366,77.231901,175,219,0.53,HIGH,W047
HS1024,28.485667,77.256292,196,210,0.82,HIGH,W047
HS1025,28.501881,77.247169,207,237,0.66,HIGH,W047
HS1026,28.5087,77.238515,208,213,0.47,HIGH,W047
HS1027,28.502409,77.229309,188,239,0.58,HIGH,W047
HS1028,28.483717,77.246838,202,226,0.55,HIGH,W047
HS1029,28.475622,77.254489,192,236,0.67,MEDIUM,W047
HS1030,28.503808,77.238594,163,236,0.81,MEDIUM,W047
HS1031,28.51187,77.25654,185,238,0.5,HIGH,W047
HS1032,28.472926,77.238111,200,246,0.61,MEDIUM,W047
HS1033,28.511518,77.273712,190,234,0.66,MEDIUM,W047
HS1034,28.49907,77.271854,197,212,0.65,HIGH,W047
HS1035,28.509916,77.255382,169,241,0.86,MEDIUM,W047
HS1036,28.474209,77.236387,197,239,0.6,HIGH,W047
HS1037,28.471543,77.229826,205,226,0.81,MEDIUM,W047
HS1038,28.496172,77.252197,186,247,0.77,MEDIUM,W047
HS1039,28.508051,77.254655,160,226,0.49,HIGH,W047
HS1040,28.500096,77.266489,167,210,0.65,HIGH,W047
HS1041,28.509675,77.272581,208,220,0.62,HIGH,W047
HS1042,28.672194,77.346692,141,204,0.35,HIGH,W048
HS1043,28.686655,77.33219,137,227,0.45,MEDIUM,W048
HS1044,28.682298,77.313847,107,217,0.18,HIGH,W048
HS1045,28.698775,77.341549,123,214,0.34,HIGH,W048
HS1046,28.691856,77.301912,119,239,0.36,MEDIUM,W048
HS1047,28.697529,77.304925,117,212,0.3,HIGH,W048
HS1048,28.691198,77.331647,130,222,0.26,HIGH,W048
HS1049,28.700443,77.299313,112,209,0.5,MEDIUM,W048
HS1050,28.690793,77.315184,140,210,0.2,HIGH,W048
HS1051,28.706723,77.327186,108,237,0.24,MEDIUM,W048
HS1052,28.678103,77.300914,115,241,0.21,HIGH,W048
HS1053,28.695163,77.303539,123,215,0.56,MEDIUM,W048
HS1054,28.695959,77.312267,119,225,0.55,MEDIUM,W048
HS1055,28.690928,77.311084,120,229,0.45,MEDIUM,W048
HS1056,28.703238,77.34272,134,237,0.27,HIGH,W048
HS1057,28.703584,77.313355,101,228,0.55,MEDIUM,W048
HS1058,28.700308,77.307269,95,207,0.39,MEDIUM,W048
HS1059,28.699805,77.337137,110,224,0.48,MEDIUM,W048
HS1060,28.702533,77.322925,116,221,0.42,MEDIUM,W048
HS1061,28.684599,77.345963,137,231,0.24,HIGH,W048
HS1062,28.708337,77.336793,116,223,0.41,MEDIUM,W048
HS1063,28.671295,77.322243,116,211,0.46,MEDIUM,W048
HS1064,28.693922,77.343653,108,218,0.26,HIGH,W048
HS1065,28.713645,77.32676,126,212,0.49,HIGH,W048
HS1066,28.633211,76.908075,143,179,0.7,HIGH,W049
HS1067,28.63235,76.900417,150,189,0.64,HIGH,W049
HS1068,28.640628,76.898624,157,192,0.39,HIGH,W049
HS1069,28.665103,76.895957,115,198,0.7,MEDIUM,W049
HS1070,28.640382,76.932962,136,179,0.43,HIGH,W049
HS1071,28.627153,76.900863,144,191,0.52,HIGH,W049
HS1072,28.643401,76.891037,130,190,0.57,HIGH,W049
HS1073,28.627597,76.890557,144,170,0.68,HIGH,W049
HS1074,28.658812,76.903379,149,184,0.52,HIGH,W049
HS1075,28.651594,76.91981,147,205,0.35,HIGH,W049
HS1076,28.626348,76.907225,139,175,0.48,HIGH,W049
HS1077,28.634825,76.894847,156,180,0.7,HIGH,W049
HS1078,28.667018,76.92001,155,186,0.42,HIGH,W049
HS1079,28.628919,76.928531,126,182,0.49,HIGH,W049
HS1080,28.6422,76.896563,120,201,0.54,HIGH,W049
HS1081,28.622655,76.90814,151,183,0.69,HIGH,W049
HS1082,28.629705,76.916882,144,202,0.66,MEDIUM,W049
HS1083,28.63131,76.885861,158,180,0.45,HIGH,W049
HS1084,28.633524,76.925244,123,195,0.43,HIGH,W049
HS1085,28.640625,76.890454,147,182,0.68,HIGH,W049
HS1086,28.666728,76.929104,150,204,0.32,HIGH,W049
HS1087,28.650234,77.172446,180,258,1.0,LOW,W050
HS1088,28.608444,77.184263,165,261,0.79,MEDIUM,W050
HS1089,28.608802,77.202079,137,238,1.0,LOW,W050
HS1090,28.652822,77.171764,135,263,0.79,LOW,W050
HS1091,28.64369,77.173766,162,242,0.84,MEDIUM,W050
HS1092,28.653673,77.195062,157,246,1.0,LOW,W050
HS1093,28.611491,77.166295,134,264,0.93,LOW,W050
HS1094,28.651042,77.188415,178,238,0.88,MEDIUM,W050
HS1095,28.640033,77.200172,175,258,1.0,LOW,W050
HS1096,28.629606,77.169969,135,246,0.71,MEDIUM,W050
HS1097,28.63635,77.206525,138,245,0.86,MEDIUM,W050
HS1098,28.634819,77.195079,158,251,0.76,MEDIUM,W050
HS1099,28.609282,77.164412,154,263,0.78,MEDIUM,W050
HS1100,28.641406,77.179579,140,267,0.77,LOW,W050
HS1101,28.652591,77.206157,157,252,0.86,MEDIUM,W050
HS1102,28.642722,77.170772,155,260,0.71,MEDIUM,W050
HS1103,28.633934,77.186348,182,262,0.87,MEDIUM,W050
HS1104,28.640507,77.185713,151,266,0.79,MEDIUM,W050
HS1105,28.645261,77.193,144,241,0.79,MEDIUM,W050
HS1106,28.636006,77.205075,158,238,0.8,MEDIUM,W050
HS1107,28.647955,77.197041,155,266,0.9,LOW,W050
HS1108,28.799022,77.097627,183,261,0.66,MEDIUM,W051
HS1109,28.818311,77.058575,172,228,0.78,MEDIUM,W051
HS1110,28.818793,77.087976,197,230,0.71,MEDIUM,W051
HS1111,28.80032,77.062927,176,236,0.59,MEDIUM,W051
HS1112,28.843849,77.078694,205,236,0.68,MEDIUM,W051
HS1113,28.802705,77.070832,220,247,0.71,MEDIUM,W051
HS1114,28.81858,77.09094,179,237,0.65,MEDIUM,W051
HS1115,28.838892,77.09872,204,257,0.67,MEDIUM,W051
HS1116,28.800447,77.10127,176,241,0.5,HIGH,W051
HS1117,28.844528,77.06078,175,225,0.56,HIGH,W051
HS1118,28.832114,77.090882,197,250,0.71,MEDIUM,W051
HS1119,28.840859,77.055972,172,259,0.56,MEDIUM,W051
HS1120,28.845637,77.07151,206,233,0.73,MEDIUM,W051
HS1121,28.80684,77.063991,185,253,0.55,MEDIUM,W051
HS1122,28.797219,77.096011,202,224,0.57,HIGH,W051
HS1123,28.846135,77.094948,210,248,0.85,MEDIUM,W051
HS1124,28.828742,77.089142,218,223,0.51,HIGH,W051
HS1125,28.82789,77.096992,208,245,0.51,HIGH,W051
HS1126,28.802024,77.09425,176,258,0.49,MEDIUM,W051
HS1127,28.829853,77.0865,173,234,0.79,MEDIUM,W051
HS1128,28.807091,77.079142,193,252,0.52,MEDIUM,W051
HS1129,28.509695,77.244272,104,172,0.56,HIGH,W052
HS1130,28.490872,77.274037,92,198,0.55,MEDIUM,W052
HS1131,28.487214,77.254668,95,197,0.71,MEDIUM,W052
HS1132,28.495379,77.282912,60,191,0.52,MEDIUM,W052
HS1133,28.48703,77.24539,105,195,0.54,MEDIUM,W052
HS1134,28.500339,77.266044,58,203,0.55,MEDIUM,W052
HS1135,28.505079,77.252431,103,195,0.37,HIGH,W052
HS1136,28.494235,77.279906,89,192,0.45,HIGH,W052
HS1137,28.463649,77.247751,75,201,0.42,MEDIUM,W052
HS1138,28.498833,77.285102,79,190,0.56,MEDIUM,W052
HS1139,28.466556,77.262678,100,209,0.73,MEDIUM,W052
HS1140,28.507959,77.280007,103,179,0.38,HIGH,W052
HS1141,28.462878,77.272588,87,185,0.43,HIGH,W052
HS1142,28.494042,77.253563,96,180,0.69,MEDIUM,W052
HS1143,28.468422,77.285109,81,175,0.39,HIGH,W052
HS1144,28.483459,77.249822,73,199,0.64,MEDIUM,W052
HS1145,28.467372,77.267086,80,191,0.71,MEDIUM,W052
HS1146,28.487758,77.289293,69,199,0.5,MEDIUM,W052
HS1147,28.504492,77.266428,68,188,0.54,MEDIUM,W052
HS1148,28.504421,77.283376,73,179,0.47,HIGH,W052
HS1149,28.486678,77.270418,82,176,0.66,MEDIUM,W052
HS1150,28.486406,77.258481,59,180,0.44,MEDIUM,W052
HS1151,28.509546,77.257034,81,200,0.46,MEDIUM,W052
HS1152,28.46384,77.257936,71,210,0.37,MEDIUM,W052
HS1153,28.654024,77.303425,138,264,0.33,MEDIUM,W053
HS1154,28.656535,77.268946,127,249,0.29,MEDIUM,W053
HS1155,28.664861,77.267027,122,253,0.37,MEDIUM,W053
HS1156,28.667797,77.302414,147,281,0.49,MEDIUM,W053
HS1157,28.65479,77.296064,109,278,0.39,MEDIUM,W053
HS1158,28.676955,77.261481,119,261,0.46,MEDIUM,W053
HS1159,28.635756,77.264948,147,274,0.41,MEDIUM,W053
HS1160,28.677823,77.28239,120,284,0.54,LOW,W053
HS1161,28.664604,77.304605,122,269,0.28,MEDIUM,W053
HS1162,28.637341,77.255345,113,278,0.61,LOW,W053
HS1163,28.661801,77.291526,121,259,0.5,MEDIUM,W053
HS1164,28.665007,77.265185,131,273,0.39,MEDIUM,W053
HS1165,28.662687,77.287067,124,285,0.51,MEDIUM,W053
HS1166,28.67175,77.278468,104,255,0.61,MEDIUM,W053
HS1167,28.670817,77.263555,152,261,0.45,MEDIUM,W053
HS1168,28.662914,77.302458,146,259,0.33,MEDIUM,W053
HS1169,28.667898,77.280417,113,286,0.34,MEDIUM,W053
HS1170,28.66894,77.30493,150,269,0.46,MEDIUM,W053
HS1171,28.677818,77.255942,125,260,0.62,MEDIUM,W053
HS1172,28.634743,77.277652,137,284,0.52,MEDIUM,W053
HS1173,28.64679,77.278148,151,264,0.59,MEDIUM,W053
HS1174,28.657256,77.281499,105,259,0.33,MEDIUM,W053
HS1175,28.685364,77.029053,56,246,0.97,LOW,W054
HS1176,28.674288,77.012376,57,246,0.78,LOW,W054
HS1177,28.686786,76.997391,54,247,0.81,LOW,W054
HS1178,28.673828,77.002851,67,244,1.0,LOW,W054
HS1179,28.676574,77.005072,71,241,0.85,LOW,W054
HS1180,28.672407,77.028064,50,250,1.0,LOW,W054
HS1181,28.701294,76.997421,56,257,0.96,LOW,W054
HS1182,28.684559,77.032347,35,237,0.87,LOW,W054
HS1183,28.715364,76.998142,61,259,0.98,LOW,W054
HS1184,28.697068,76.993666,64,263,0.91,LOW,W054
HS1185,28.689102,77.033368,66,257,0.79,LOW,W054
HS1186,28.677603,77.040695,69,247,0.91,LOW,W054
HS1187,28.69394,77.017564,32,232,0.97,LOW,W054
HS1188,28.68797,77.041504,46,240,0.94,LOW,W054
HS1189,28.688316,77.026192,34,263,0.99,LOW,W054
HS1190,28.705806,77.030746,45,254,1.0,LOW,W054
HS1191,28.673088,77.01609,42,245,0.9,LOW,W054
HS1192,28.674561,77.012332,46,257,1.0,LOW,W054
HS1193,28.710596,77.003673,37,248,1.0,LOW,W054
HS1194,28.676612,77.041638,38,231,0.79,LOW,W054
HS1195,28.711959,77.009947,71,258,1.0,LOW,W054
HS1196,28.702324,77.026121,56,262,1.0,LOW,W054
HS1197,28.716862,77.031654,60,235,0.85,LOW,W054
HS1198,28.710124,77.021033,54,230,1.0,LOW,W054
HS1199,28.637466,77.142822,88,189,1.0,MEDIUM,W055
HS1200,28.637855,77.14288,106,188,0.92,MEDIUM,W055
HS1201,28.664875,77.170658,74,205,0.78,MEDIUM,W055
HS1202,28.61613,77.170901,110,216,0.94,MEDIUM,W055
HS1203,28.634362,77.157897,98,209,0.78,MEDIUM,W055
HS1204,28.641541,77.176181,88,214,0.84,MEDIUM,W055
HS1205,28.64878,77.149213,80,214,1.0,LOW,W055
HS1206,28.651421,77.1646,92,186,0.64,MEDIUM,W055
HS1207,28.646149,77.161216,72,201,0.77,MEDIUM,W055
HS1208,28.619318,77.145408,120,184,0.9,MEDIUM,W055
HS1209,28.658818,77.147615,96,192,0.78,MEDIUM,W055
HS1210,28.628607,77.156817,85,220,0.68,MEDIUM,W055
HS1211,28.635966,77.173863,101,193,0.73,MEDIUM,W055
HS1212,28.647506,77.16829,114,204,0.8,MEDIUM,W055
HS1213,28.618898,77.149424,82,214,0.74,MEDIUM,W055
HS1214,28.665211,77.144508,78,220,1.0,LOW,W055
HS1215,28.663665,77.162769,112,215,1.0,LOW,W055
HS1216,28.648924,77.138986,95,198,0.85,MEDIUM,W055
HS1217,28.646715,77.148587,98,196,0.7,MEDIUM,W055
HS1218,28.64043,77.177251,83,218,0.77,MEDIUM,W055
HS1219,28.74295,77.09183,172,224,1.0,MEDIUM,W056
HS1220,28.735168,77.095171,164,221,0.99,MEDIUM,W056
HS1221,28.764763,77.134462,158,231,0.91,MEDIUM,W056
HS1222,28.782075,77.103164,201,215,0.75,HIGH,W056
HS1223,28.753166,77.127367,197,210,1.0,MEDIUM,W056
HS1224,28.746378,77.114768,199,201,0.89,HIGH,W056
HS1225,28.775331,77.124069,180,213,1.0,MEDIUM,W056
HS1226,28.7655,77.115994,159,231,0.88,MEDIUM,W056
HS1227,28.747445,77.127264,182,205,0.79,HIGH,W056
HS1228,28.738764,77.105409,199,205,1.0,MEDIUM,W056
HS1229,28.769246,77.129726,157,228,0.84,MEDIUM,W056
HS1230,28.76182,77.095004,156,211,0.86,MEDIUM,W056
HS1231,28.771703,77.114504,173,224,1.0,MEDIUM,W056
HS1232,28.776565,77.115619,179,199,0.93,MEDIUM,W056
HS1233,28.760118,77.095596,180,209,0.99,MEDIUM,W056
HS1234,28.768166,77.102479,171,207,0.95,MEDIUM,W056
HS1235,28.759443,77.1383,191,226,0.74,MEDIUM,W056
HS1236,28.760067,77.131914,158,216,1.0,MEDIUM,W056
HS1237,28.742045,77.12063,154,231,0.98,MEDIUM,W056
HS1238,28.781578,77.124414,181,210,1.0,MEDIUM,W056
HS1239,28.756821,77.124975,196,220,0.74,HIGH,W056
HS1240,28.779185,77.128177,174,225,1.0,MEDIUM,W056
HS1241,28.764859,77.138306,198,227,1.0,MEDIUM,W056
HS1242,28.763583,77.116863,163,214,1.0,MEDIUM,W056
HS1243,28.763977,77.107848,170,199,0.75,HIGH,W056
HS1244,28.502825,77.276077,212,177,0.37,HIGH,W057
HS1245,28.513504,77.246151,212,201,0.52,HIGH,W057
HS1246,28.522771,77.254808,170,182,0.73,HIGH,W057
HS1247,28.508589,77.28341,187,176,0.35,HIGH,W057
HS1248,28.511125,77.248579,191,178,0.68,HIGH,W057
HS1249,28.512364,77.236858,179,198,0.68,HIGH,W057
HS1250,28.518159,77.259665,176,196,0.63,HIGH,W057
HS1251,28.527243,77.242026,202,169,0.42,HIGH,W057
HS1252,28.517832,77.243586,176,202,0.74,HIGH,W057
HS1253,28.479446,77.276003,201,173,0.68,HIGH,W057
HS1254,28.505936,77.279323,187,171,0.34,HIGH,W057
HS1255,28.481976,77.246759,169,194,0.36,HIGH,W057
HS1256,28.513933,77.265412,169,202,0.47,HIGH,W057
HS1257,28.504156,77.283204,196,166,0.54,HIGH,W057
HS1258,28.485427,77.256344,196,166,0.55,HIGH,W057
HS1259,28.507488,77.234666,181,179,0.45,HIGH,W057
HS1260,28.505903,77.234321,199,202,0.69,HIGH,W057
HS1261,28.507887,77.264634,165,187,0.4,HIGH,W057
HS1262,28.496015,77.269092,176,202,0.48,HIGH,W057
HS1263,28.515581,77.261729,196,179,0.41,HIGH,W057
HS1264,28.510046,77.282979,209,181,0.36,HIGH,W057
HS1265,28.699461,77.215648,126,185,0.68,HIGH,W058
HS1266,28.717914,77.191533,119,188,0.46,HIGH,W058
HS1267,28.704471,77.189659,127,179,0.62,HIGH,W058
HS1268,28.703634,77.202285,148,196,0.46,HIGH,W058
HS1269,28.726389,77.188658,145,195,0.66,HIGH,W058
HS1270,28.703254,77.214737,124,186,0.38,HIGH,W058
HS1271,28.706943,77.210938,111,172,0.66,HIGH,W058
HS1272,28.720033,77.19697,128,203,0.31,HIGH,W058
HS1273,28.686028,77.223627,125,191,0.45,HIGH,W058
HS1274,28.706021,77.223475,149,204,0.46,HIGH,W058
HS1275,28.70519,77.214243,147,202,0.41,HIGH,W058
HS1276,28.684492,77.204485,151,205,0.48,HIGH,W058
HS1277,28.721825,77.214668,114,184,0.68,MEDIUM,W058
HS1278,28.684401,77.210023,132,176,0.48,HIGH,W058
HS1279,28.718754,77.226909,132,172,0.66,HIGH,W058
HS1280,28.694319,77.207732,129,176,0.38,HIGH,W058
HS1281,28.725548,77.208749,116,184,0.48,HIGH,W058
HS1282,28.701373,77.208648,121,200,0.51,HIGH,W058
HS1283,28.688425,77.190481,106,177,0.52,HIGH,W058
HS1284,28.698886,77.22762,122,186,0.62,HIGH,W058
HS1285,28.696224,77.190844,113,188,0.46,HIGH,W058
HS1286,28.720571,77.201159,125,180,0.65,HIGH,W058
HS1287,28.683018,77.228734,114,182,0.55,HIGH,W058
HS1288,28.693596,77.214967,117,204,0.56,MEDIUM,W058
HS1289,28.698771,76.940179,83,265,0.78,LOW,W059
HS1290,28.681198,76.954167,83,231,0.6,MEDIUM,W059
HS1291,28.700661,76.950186,101,258,0.68,LOW,W059
HS1292,28.685269,76.975276,55,230,0.69,LOW,W059
HS1293,28.662397,76.939493,81,237,0.73,LOW,W059
HS1294,28.703717,76.979221,74,247,0.83,LOW,W059
HS1295,28.706318,76.944224,95,250,0.66,LOW,W059
HS1296,28.667677,76.939926,60,247,0.85,LOW,W059
HS1297,28.673336,76.962727,70,229,0.92,LOW,W059
HS1298,28.705597,76.976584,71,254,0.88,LOW,W059
HS1299,28.662018,76.966781,56,258,0.76,LOW,W059
HS1300,28.661359,76.939848,64,252,0.63,LOW,W059
HS1301,28.694377,76.974737,67,246,0.93,LOW,W059
HS1302,28.683249,76.946439,73,237,0.8,LOW,W059
HS1303,28.704246,76.963152,55,249,0.74,LOW,W059
HS1304,28.698534,76.989285,59,250,0.78,LOW,W059
HS1305,28.690521,76.948008,98,253,0.64,MEDIUM,W059
HS1306,28.670032,76.985055,63,261,0.63,LOW,W059
HS1307,28.669357,76.953556,95,257,0.79,LOW,W059
HS1308,28.68716,76.969834,62,254,0.68,LOW,W059
HS1309,28.623373,77.122856,166,237,0.37,HIGH,W060
HS1310,28.594235,77.127891,173,243,0.44,HIGH,W060
HS1311,28.586786,77.112357,165,226,0.44,HIGH,W060
HS1312,28.593593,77.111052,167,259,0.52,MEDIUM,W060
HS1313,28.622401,77.118578,154,245,0.36,HIGH,W060
HS1314,28.595718,77.11442,193,253,0.58,MEDIUM,W060
HS1315,28.595514,77.095953,193,259,0.22,HIGH,W060
HS1316,28.585399,77.10202,179,256,0.53,MEDIUM,W060
HS1317,28.627768,77.132264,157,230,0.24,HIGH,W060
HS1318,28.582598,77.124377,192,234,0.4,HIGH,W060
